rok;strana_id;strana;poradove_cislo;jmeno;tituly;vek;navrhovana_str;prislusnost;hlasy;hlasy_procenta;poradi;mandat
2018;1;Koruna Česká (monarch.strana);38;Dmitrišin Ondřej;;24;Monarchiste.cz;BEZPP;249;1.84;-;False
2018;5;TOP 09;13;Domanický Petr Ing. arch.;Ing. arch.;45;TOP 09;TOP 09;3666;2.44;3;True
2018;1;Koruna Česká (monarch.strana);19;Donatiénová Božena;;70;Monarchiste.cz;BEZPP;257;1.9;-;False
2018;4;PRO PLZEŇ;14;Dort Jakub;;41;NK;BEZPP;2237;2.12;-;False
2018;1;Koruna Česká (monarch.strana);40;Drábeček Karel;;73;Monarchiste.cz;BEZPP;244;1.8;-;False
2018;1;Koruna Česká (monarch.strana);35;Drábečková Nataša;;46;Monarchiste.cz;BEZPP;233;1.72;-;False
2018;11;Komunistická str.Čech a Moravy;24;Dražka Jan;;26;KSČM;KSČM;2741;2.2;21;False
2018;7;Občanská demokratická strana;20;Drechslerová Martina;;47;ODS;ODS;10391;2.13;7;False
2018;1;Koruna Česká (monarch.strana);2;Drnek Jan;;57;Monarchiste.cz;Monarchiste.cz;410;3.04;-;False
2018;1;Koruna Česká (monarch.strana);31;Drnek Jan;;27;Monarchiste.cz;BEZPP;275;2.03;-;False
2018;1;Koruna Česká (monarch.strana);25;Drnková Magdalena;;59;Monarchiste.cz;BEZPP;268;1.98;-;False
2018;1;Koruna Česká (monarch.strana);37;Drnková Rozálie;;31;Monarchiste.cz;BEZPP;248;1.83;-;False
2018;13;Česká str.sociálně demokrat.;27;Drozd Jaromír;;59;ČSSD;ČSSD;2996;2.12;24;False
2018;2;Česká pirátská strana;43;Drtil Tomáš;;34;Piráti;BEZPP;5085;1.97;36;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;47;Duchek Vladimír doc. Ing. Ph.D.;doc. Ing. Ph.D.;53;NK;PVP;2587;1.79;43;False
2018;5;TOP 09;20;Duras Jindřich RNDr. Ph.D.;RNDr. Ph.D.;60;TOP 09;BEZPP;3509;2.33;16;False
2018;16;VEŘEJNÉ ZÁJMY PLZNĚ;10;Dvořák Michal;;42;NK;BEZPP;430;2.22;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);27;Dvořák Petr;;36;SPD;BEZPP;2299;2.11;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);10;Dvořáková Adéla;;34;SPD;SPD;2418;2.22;-;False
2018;15;Strana soukromníků ČR;21;Egrmajerová Ladislava;;49;Soukromníci;BEZPP;175;2.04;-;False
2018;1;Koruna Česká (monarch.strana);11;Eisenhammer Jan;;63;Monarchiste.cz;BEZPP;281;2.08;-;False
2018;12;Česká Plzeň - Naše Šance;22;Fajt Richard;;45;BPI;BEZPP;215;2.03;-;False
2018;4;PRO PLZEŇ;11;Falcníková Vladimíra Ing.;Ing.;56;NK;BEZPP;2195;2.08;-;False
2018;9;ANO 2011;9;Farhan Kamal MUDr.;MUDr.;49;ANO;ANO;10598;2.17;9;True
2018;5;TOP 09;32;Farník Petr Bc.;Bc.;32;TOP 09;TOP 09;3041;2.02;28;False
2018;15;Strana soukromníků ČR;41;Fenclová Michaela;;26;Soukromníci;BEZPP;156;1.82;-;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;2;Fischer Jan;;40;NPJS;NPJS;1716;2.83;-;False
2018;9;ANO 2011;5;Fišer Petr;;45;ANO;ANO;10687;2.18;5;True
2018;1;Koruna Česká (monarch.strana);22;Fišerová Iveta;;43;Monarchiste.cz;BEZPP;264;1.95;-;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;29;Fládr Martin Mgr. et Mgr.;Mgr. et Mgr.;46;KDU-ČSL;BEZPP;2951;2.04;25;False
2018;5;TOP 09;3;Fluxa Jan PhDr.;PhDr.;38;TOP 09;TOP 09;3647;2.42;1;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;41;Fojtíček Ctibor Ing.;Ing.;80;KDU-ČSL;BEZPP;2796;1.93;37;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;13;Folda Jiří;;34;OPAT;BEZPP;1757;2.18;-;False
2018;16;VEŘEJNÉ ZÁJMY PLZNĚ;32;Forejt Josef Ing.;Ing.;56;NK;BEZPP;382;1.97;-;False
2018;13;Česká str.sociálně demokrat.;19;Fric Karolina Ing.;Ing.;29;ČSSD;ČSSD;3032;2.14;16;False
2018;4;PRO PLZEŇ;13;Friedrichová Gabriela MUDr.;MUDr.;40;NK;BEZPP;2226;2.11;-;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;13;Fritzová Marie Mgr. et Mgr. Ph.D.;Mgr. et Mgr. Ph.D.;32;KDU-ČSL;KDU-ČSL;3089;2.14;9;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;16;Froněk Pavel;;52;OPAT;BEZPP;1841;2.29;-;False
2018;2;Česká pirátská strana;36;Fryč Pavel;;27;Piráti;BEZPP;5342;2.07;29;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;38;Fuchsová Radka MUDr.;MUDr.;47;NK;BEZPP;2844;1.97;34;False
2018;2;Česká pirátská strana;40;Funda Karel;;33;Piráti;BEZPP;5234;2.03;33;False
2018;9;ANO 2011;4;Gola Vlastimil Ing.;Ing.;61;ANO;ANO;10619;2.17;4;True
2018;4;PRO PLZEŇ;38;Götz Karel Mgr.;Mgr.;53;NK;BEZPP;2115;2.0;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);16;Gut Jiří;;72;SPD;SPD;2320;2.13;-;False
2018;2;Česká pirátská strana;12;Habruň Marek Ing.;Ing.;29;Piráti;Piráti;5631;2.18;5;False
2018;2;Česká pirátská strana;10;Hagara František;;30;Piráti;Piráti;5594;2.17;3;False
2018;7;Občanská demokratická strana;14;Hájek Marcel MUDr. ThMgr. Ph.D., FICS.;MUDr. ThMgr. Ph.D., FICS.;53;ODS;ODS;10875;2.23;1;False
2018;11;Komunistická str.Čech a Moravy;5;Hájek Petr;;35;KSČM;KSČM;2776;2.23;2;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);14;Hájková Jiřina;;63;SPD;SPD;2332;2.14;-;False
2018;2;Česká pirátská strana;24;Hájková Kateřina Mgr.;Mgr.;24;Piráti;BEZPP;5451;2.11;17;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);42;Halová Marie;;65;SPD;BEZPP;2233;2.05;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);41;Hammerová Marcela;;53;SPD;BEZPP;2241;2.05;-;False
2018;2;Česká pirátská strana;17;Hanousek Jiří Ing.;Ing.;43;Piráti;BEZPP;5632;2.18;10;False
2018;9;ANO 2011;6;Hausner Michal;;37;ANO;ANO;10614;2.17;6;True
2018;5;TOP 09;28;Havel Jan;;46;TOP 09;TOP 09;3086;2.05;24;False
2018;1;Koruna Česká (monarch.strana);28;Havel Ladislav;;38;Monarchiste.cz;BEZPP;262;1.94;-;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;41;Havíř František Ing.;Ing.;54;OPAT;BEZPP;1651;2.05;-;False
2018;7;Občanská demokratická strana;8;Hegner Lukáš Mgr.;Mgr.;36;ODS;ODS;10513;2.16;9;True
2018;15;Strana soukromníků ČR;18;Hein Patrik;;46;Soukromníci;BEZPP;174;2.03;-;False
2018;5;TOP 09;21;Hejdová Andrea Ing. Bc.;Ing. Bc.;45;TOP 09;TOP 09;3141;2.09;17;False
2018;9;ANO 2011;31;Hejtmánek Tomáš Ing.;Ing.;31;ANO;ANO;10364;2.12;18;False
2018;11;Komunistická str.Čech a Moravy;41;Helísek Zdeněk RSDr.;RSDr.;65;KSČM;KSČM;2554;2.05;38;False
2018;15;Strana soukromníků ČR;19;Hellerová Dagmar MUDr.;MUDr.;64;Soukromníci;BEZPP;178;2.08;-;False
2018;5;TOP 09;12;Hemrová Lucie Mgr. Ph.D.;Mgr. Ph.D.;36;TOP 09;Zelení;3291;2.19;9;False
2018;16;VEŘEJNÉ ZÁJMY PLZNĚ;20;Hendrychová Ivana Ing.;Ing.;64;NK;BEZPP;397;2.05;-;False
2018;13;Česká str.sociálně demokrat.;5;Herinková Eva Bc.;Bc.;53;ČSSD;ČSSD;3467;2.45;2;True
2018;11;Komunistická str.Čech a Moravy;12;Heřman Václav;;44;KSČM;KSČM;2706;2.18;9;False
2018;5;TOP 09;39;Hesová Sandra Ing.;Ing.;32;TOP 09;TOP 09;2955;1.96;35;False
2018;13;Česká str.sociálně demokrat.;18;Hessová Jaroslava Mgr.;Mgr.;60;ČSSD;ČSSD;3049;2.16;15;False
2018;7;Občanská demokratická strana;42;Hirschová Vladimíra Mgr.;Mgr.;54;ODS;ODS;9843;2.02;29;False
2018;9;ANO 2011;25;Hlad Radek Mgr.;Mgr.;39;ANO;ANO;10453;2.14;12;False
2018;11;Komunistická str.Čech a Moravy;3;Hlásek František;;59;KSČM;KSČM;2792;2.25;3;True
2018;7;Občanská demokratická strana;28;Hlaváček Jan;;41;ODS;ODS;10264;2.11;15;False
2018;15;Strana soukromníků ČR;39;Hoblová Alena;;67;Soukromníci;BEZPP;149;1.74;-;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;39;Hodek Jaroslav MUDr.;MUDr.;77;NPJS;BEZPP;1222;2.01;-;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;27;Hodková Jaroslava MUDr.;MUDr.;72;NPJS;BEZPP;1229;2.02;-;False
2018;7;Občanská demokratická strana;29;Hógel Josef Ing. CSc.;Ing. CSc.;74;ODS;ODS;10243;2.1;16;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);4;Hojerová Jaroslava;;53;SPD;SPD;2438;2.23;-;False
2018;7;Občanská demokratická strana;34;Holcová Renáta;;21;ODS;ODS;10160;2.08;21;False
2018;12;Česká Plzeň - Naše Šance;41;Holub Rudolf;;54;BPI;BEZPP;214;2.02;-;False
2018;9;ANO 2011;24;Holý Martin JUDr.;JUDr.;32;ANO;ANO;10493;2.14;11;False
2018;4;PRO PLZEŇ;36;Holý Michal;;28;PRO Zdraví;PRO Zdraví;2129;2.02;-;False
2018;2;Česká pirátská strana;13;Holzman Martin;;19;Piráti;Piráti;5565;2.16;6;False
2018;7;Občanská demokratická strana;30;Hončarová Zdeňka Bc.;Bc.;44;ODS;ODS;10294;2.11;17;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;11;Horváth Štěpán;;35;NPJS;BEZPP;1254;2.06;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);32;Hovorka Tomáš;;20;SPD;BEZPP;2289;2.1;-;False
2018;15;Strana soukromníků ČR;26;Hrabák Jiří;;65;Soukromníci;BEZPP;160;1.87;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);3;Hrabák Petr Ing.;Ing.;35;SPD;BEZPP;2447;2.24;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);46;Hrabáková Libuše;;63;SPD;BEZPP;2142;1.96;-;False
2018;4;PRO PLZEŇ;19;Hradecká Marie Mgr.;Mgr.;43;NK;BEZPP;2174;2.06;-;False
2018;12;Česká Plzeň - Naše Šance;25;Hranička Antonín;;49;BPI;BEZPP;214;2.02;-;False
2018;5;TOP 09;37;Hrnčíř Bohumil Ing.;Ing.;39;TOP 09;TOP 09;2981;1.98;33;False
2018;2;Česká pirátská strana;37;Hrubant Jaroslav;;28;Piráti;BEZPP;5297;2.05;30;False
2018;11;Komunistická str.Čech a Moravy;4;Hrubeš František Dr. Mgr.;Dr. Mgr.;66;KSČM;KSČM;2720;2.19;1;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;36;Hubáčková Libuše;;31;KDU-ČSL;BEZPP;2877;1.99;32;False
2018;4;PRO PLZEŇ;10;Hudeček Pavel Mgr.;Mgr.;49;NK;BEZPP;2252;2.13;-;False
2018;11;Komunistická str.Čech a Moravy;39;Hůla Zdeněk;;72;KSČM;KSČM;2567;2.06;36;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;21;Hus Miroslav PhDr.;PhDr.;64;NK;PVP;3003;2.08;17;False
2018;7;Občanská demokratická strana;23;Husák Jan Mgr.;Mgr.;41;ODS;ODS;10280;2.11;10;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;1;Chaloupek Václav Mgr.;Mgr.;69;OPAT;OPAT;3188;3.96;-;False
2018;15;Strana soukromníků ČR;7;Chaloupka Milan MUDr.;MUDr.;63;Soukromníci;BEZPP;291;3.4;-;False
2018;13;Česká str.sociálně demokrat.;11;Chalupný Michal Bc.;Bc.;49;ČSSD;ČSSD;3254;2.3;8;False
2018;1;Koruna Česká (monarch.strana);23;Chára Ondřej;;23;Monarchiste.cz;BEZPP;269;1.99;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);40;Charvátová Karolína;;26;SPD;BEZPP;2254;2.07;-;False
2018;15;Strana soukromníků ČR;29;Chloubová Marieta;;72;Soukromníci;BEZPP;155;1.81;-;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;20;Chmelířová Kateřina Bc.;Bc.;24;NPJS;BEZPP;1253;2.06;-;False
2018;15;Strana soukromníků ČR;6;Cholinský Martin;;52;Soukromníci;BEZPP;217;2.53;-;False
2018;5;TOP 09;26;Chomát Martin MUDr.;MUDr.;47;TOP 09;TOP 09;3114;2.07;22;False
2018;13;Česká str.sociálně demokrat.;43;Chovanec Milan;;48;ČSSD;ČSSD;2956;2.09;39;False
2018;5;TOP 09;25;Jančík Stanislav;;27;TOP 09;TOP 09;3125;2.08;21;False
2018;11;Komunistická str.Čech a Moravy;9;Janda Zdeněk Mgr. Bc.;Mgr. Bc.;40;KSČM;BEZPP;2692;2.17;6;False
2018;16;VEŘEJNÉ ZÁJMY PLZNĚ;37;Jandová Růžena;;73;NK;BEZPP;379;1.95;-;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;27;Janeček Jiří Ing.;Ing.;50;KDU-ČSL;BEZPP;2896;2.0;23;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;39;Janík Dušan Ing. Ph.D.;Ing. Ph.D.;34;KDU-ČSL;KDU-ČSL;2816;1.95;35;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;33;Jánošíková Petra JUDr. Ph.D.;JUDr. Ph.D.;42;KDU-ČSL;BEZPP;2971;2.06;29;False
2018;5;TOP 09;19;Janoušek Aleš Mgr.;Mgr.;42;TOP 09;TOP 09;3473;2.31;15;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;3;Janouškovec Pavel Mgr.;Mgr.;59;KDU-ČSL;KDU-ČSL;4000;2.77;2;True
2018;2;Česká pirátská strana;27;Janovcová Vladimíra Mgr. Bc.;Mgr. Bc.;30;Piráti;BEZPP;5440;2.11;20;False
2018;13;Česká str.sociálně demokrat.;13;Januška Martin Ing. Ph.D.;Ing. Ph.D.;36;ČSSD;ČSSD;3096;2.19;10;False
2018;16;VEŘEJNÉ ZÁJMY PLZNĚ;44;Jarošová Jana;;67;NK;BEZPP;355;1.83;-;False
2018;16;VEŘEJNÉ ZÁJMY PLZNĚ;26;Járová Olga;;66;NK;BEZPP;381;1.97;-;False
2018;11;Komunistická str.Čech a Moravy;46;Jasná Vanka Mgr.;Mgr.;60;KSČM;KSČM;2493;2.0;43;False
2018;7;Občanská demokratická strana;39;Javůrek Libor;;73;ODS;ODS;10005;2.05;26;False
2018;5;TOP 09;31;Jehlička Petr MUDr. Ph.D.;MUDr. Ph.D.;54;TOP 09;TOP 09;3149;2.09;27;False
2018;5;TOP 09;5;Jehličková Ilona Mgr.;Mgr.;54;TOP 09;TOP 09;3609;2.4;2;False
2018;4;PRO PLZEŇ;29;Jelínek Vlastimil;;56;PRO Zdraví;PRO Zdraví;2140;2.03;-;False
2018;14;Demokrat. strana zelených a NK;6;Jeřábková Jaroslava;;61;NK;BEZPP;68;5.12;-;False
2018;2;Česká pirátská strana;41;Ježek Kamil Ing. Ph.D.;Ing. Ph.D.;35;Piráti;BEZPP;5263;2.04;34;False
2018;1;Koruna Česká (monarch.strana);4;Ježík Johannes Vlastimil Mgr.;Vlastimil Mgr.;48;Monarchiste.cz;Monarchiste.cz;380;2.81;-;False
2018;1;Koruna Česká (monarch.strana);29;Ježíková Berenika;;18;Monarchiste.cz;BEZPP;273;2.02;-;False
2018;7;Občanská demokratická strana;9;Jilichová Nová Veronika MUDr. Ing.;Veronika MUDr. Ing.;41;ODS;ODS;10657;2.19;10;True
2018;5;TOP 09;41;Jindra Tomáš DiS.;DiS.;43;TOP 09;TOP 09;2908;1.93;37;False
2018;2;Česká pirátská strana;45;Julius Petr;;38;Piráti;BEZPP;4914;1.91;38;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;26;Juliusová Petra;;45;NPJS;BEZPP;1240;2.04;-;False
2018;4;PRO PLZEŇ;15;Káčerek Tomáš Ing.;Ing.;50;PRO Zdraví;PRO Zdraví;2159;2.05;-;False
2018;16;VEŘEJNÉ ZÁJMY PLZNĚ;2;Kadlec Jan;;59;NÁR.SOC.;NÁR.SOC.;578;2.98;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);21;Kadlecová Pavla;;53;SPD;SPD;2310;2.12;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);11;Kahoun Tomáš Ing.;Ing.;52;SPD;SPD;2414;2.21;-;False
2018;9;ANO 2011;19;Kakeš Jan Ing.;Ing.;29;ANO;ANO;10535;2.15;6;False
2018;15;Strana soukromníků ČR;42;Kalčík Petr;;39;Soukromníci;BEZPP;171;2.0;-;False
2018;7;Občanská demokratická strana;45;Kalián Jan;;36;ODS;ODS;9427;1.93;32;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);22;Kalous Stanislav;;35;SPD;BEZPP;2308;2.11;-;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;11;Kaňák Jan Ing. Ph.D.;Ing. Ph.D.;65;OPAT;BEZPP;2217;2.75;-;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;35;Kantor Luděk Bc.;Bc.;32;KDU-ČSL;KDU-ČSL;2837;1.96;31;False
2018;9;ANO 2011;2;Kantorová Lucie Mgr. et Mgr.;Mgr. et Mgr.;32;ANO;ANO;10782;2.2;2;True
2018;12;Česká Plzeň - Naše Šance;44;Kantová Jiřina;;33;DSSS;BEZPP;209;1.97;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);33;Kanyicska Tibor;;52;SPD;BEZPP;2283;2.09;-;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;30;Kapusta Václav dipl. um.;dipl. um.;42;KDU-ČSL;BEZPP;2925;2.02;26;False
2018;9;ANO 2011;39;Karas Milan Mgr.;Mgr.;31;ANO;ANO;10196;2.08;26;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);37;Karkoš Petr;;61;SPD;BEZPP;2264;2.07;-;False
2018;5;TOP 09;16;Karlíček Viktor;;20;TOP 09;TOP 09;3212;2.13;12;False
2018;2;Česká pirátská strana;19;Kasík Jan;;40;Piráti;Piráti;5505;2.13;12;False
2018;5;TOP 09;43;Kastner Luboš Ing.;Ing.;39;TOP 09;TOP 09;2803;1.86;39;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;7;Kastner Petr;;65;NPJS;NPJS;1269;2.09;-;False
2018;15;Strana soukromníků ČR;2;Kaše Robert Mgr.;Mgr.;50;Soukromníci;Soukromníci;285;3.33;-;False
2018;7;Občanská demokratická strana;27;Kašpar Václav;;35;ODS;ODS;10249;2.1;14;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;22;Kaucký Oldřich;;36;Svobodní;Svobodní;1767;2.19;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);5;Kauer František Ing.;Ing.;58;SPD;SPD;2418;2.22;-;False
2018;2;Česká pirátská strana;42;Kavina Jiří;;34;Piráti;BEZPP;5165;2.0;35;False
2018;16;VEŘEJNÉ ZÁJMY PLZNĚ;25;Kepka Vlastimil;;60;NK;BEZPP;378;1.95;-;False
2018;13;Česká str.sociálně demokrat.;23;Kesl Miroslav;;53;ČSSD;ČSSD;3016;2.13;20;False
2018;4;PRO PLZEŇ;24;Kielbergerová Renata Mgr.;Mgr.;57;PRO PLZEŇ;PRO PLZEŇ;2258;2.14;-;False
2018;16;VEŘEJNÉ ZÁJMY PLZNĚ;27;Kielbus Zdeněk Ing.;Ing.;66;NK;BEZPP;382;1.97;-;False
2018;12;Česká Plzeň - Naše Šance;36;Kilbergr Vladimír;;57;ND;BEZPP;212;2.0;-;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;1;Klečka Jiří MUDr. Ph.D., MBA;MUDr. Ph.D., MBA;46;NPJS;BEZPP;2076;3.42;-;False
2018;12;Česká Plzeň - Naše Šance;35;Kleiner Josef;;42;DSSS;BEZPP;247;2.33;-;False
2018;12;Česká Plzeň - Naše Šance;7;Klinger Václav;;47;BPI;BEZPP;249;2.35;-;False
2018;13;Česká str.sociálně demokrat.;6;Knotek Miroslav Mgr.;Mgr.;56;ČSSD;ČSSD;3121;2.21;3;False
2018;4;PRO PLZEŇ;41;Kocur Michal MBA;MBA;41;NK;BEZPP;2100;1.99;-;False
2018;12;Česká Plzeň - Naše Šance;43;Kočí Patrik;;26;DSSS;BEZPP;213;2.01;-;False
2018;14;Demokrat. strana zelených a NK;3;Kočka Antonín;;56;DSZ-ZA PR.ZVÍŘ.;BEZPP;90;6.77;-;False
2018;14;Demokrat. strana zelených a NK;12;Kočka Antonín;;31;DSZ-ZA PR.ZVÍŘ.;BEZPP;63;4.74;-;False
2018;14;Demokrat. strana zelených a NK;7;Kočka Gabriel;;26;DSZ-ZA PR.ZVÍŘ.;BEZPP;73;5.49;-;False
2018;14;Demokrat. strana zelených a NK;15;Kočková Věra;;51;NK;BEZPP;62;4.66;-;False
2018;1;Koruna Česká (monarch.strana);3;Kodeda Oldřich Ing. arch.;Ing. arch.;59;Monarchiste.cz;Monarchiste.cz;490;3.63;-;False
2018;1;Koruna Česká (monarch.strana);46;Kodedová Helena;;86;Monarchiste.cz;BEZPP;236;1.74;-;False
2018;7;Občanská demokratická strana;26;Kohel Libor;;54;ODS;ODS;10251;2.1;13;False
2018;13;Česká str.sociálně demokrat.;12;Kojzar Libor;;42;ČSSD;ČSSD;3040;2.15;9;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;31;Kojzarová Markéta;;47;NPJS;BEZPP;1240;2.04;-;False
2018;7;Občanská demokratická strana;33;Kokoška Šimon Mgr. et Mgr.;Mgr. et Mgr.;32;ODS;ODS;10215;2.1;20;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;20;Kolář Antonín Mgr.;Mgr.;45;STAN;BEZPP;1896;2.35;-;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;43;Koldovský Oldřich;;61;OPAT;BEZPP;1619;2.01;-;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;37;Kollrossová Jana Mgr. MUDr.;Mgr. MUDr.;47;OPAT;BEZPP;1722;2.14;-;False
2018;11;Komunistická str.Čech a Moravy;32;Kolomazník Oldřich RSDr. CSc.;RSDr. CSc.;75;KSČM;KSČM;2598;2.09;29;False
2018;11;Komunistická str.Čech a Moravy;21;Kolomazníková Eva;;60;KSČM;KSČM;2622;2.11;18;False
2018;14;Demokrat. strana zelených a NK;8;Konopa Jiří;;51;NK;BEZPP;69;5.19;-;False
2018;6;Svob.a př.dem.-T.Okamura (SPD);18;Kopačka Roman;;51;SPD;SPD;2339;2.14;-;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;46;Kopicová Věra Bc.;Bc.;58;KDU-ČSL;KDU-ČSL;2510;1.74;42;False
2018;1;Koruna Česká (monarch.strana);13;Koprda Štefan;;63;Monarchiste.cz;BEZPP;310;2.29;-;False
2018;15;Strana soukromníků ČR;31;Kopta Josef;;72;Soukromníci;BEZPP;157;1.83;-;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;23;Koptík Petr;;54;NPJS;BEZPP;1263;2.08;-;False
2018;11;Komunistická str.Čech a Moravy;29;Koranda František JUDr.;JUDr.;73;KSČM;BEZPP;2614;2.1;26;False
2018;14;Demokrat. strana zelených a NK;10;Koreň Pavel;;47;DSZ-ZA PR.ZVÍŘ.;BEZPP;62;4.66;-;False
2018;14;Demokrat. strana zelených a NK;4;Koreňová Milena;;46;NK;BEZPP;90;6.77;-;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;35;Körnerová Nikola Bc.;Bc.;26;NPJS;BEZPP;1223;2.01;-;False
2018;1;Koruna Česká (monarch.strana);12;Kortus Oldřich PhDr. Ph.D.;PhDr. Ph.D.;42;Monarchiste.cz;BEZPP;326;2.41;-;False
2018;1;Koruna Česká (monarch.strana);34;Kortusová Zdeňka Mgr.;Mgr.;35;Monarchiste.cz;BEZPP;258;1.91;-;False
2018;9;ANO 2011;14;Kořanová Barbora Mgr.;Mgr.;34;ANO;ANO;10553;2.16;1;False
2018;15;Strana soukromníků ČR;30;Kostner Petr Ing.;Ing.;79;Soukromníci;BEZPP;169;1.97;-;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;43;Kotal Jan;;45;NPJS;BEZPP;1201;1.98;-;False
2018;13;Česká str.sociálně demokrat.;2;Kotas Pavel Ing.;Ing.;37;ČSSD;ČSSD;3411;2.41;3;True
2018;4;PRO PLZEŇ;5;Kotora Tomáš Ing.;Ing.;52;NK;BEZPP;2635;2.5;-;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;35;Koura Václav Ing.;Ing.;65;OPAT;BEZPP;1718;2.13;-;False
2018;16;VEŘEJNÉ ZÁJMY PLZNĚ;8;Kovařík Rostislav Mgr.;Mgr.;69;NK;BEZPP;421;2.17;-;False
2018;1;Koruna Česká (monarch.strana);21;Kozák Vladimír;;56;Monarchiste.cz;BEZPP;271;2.0;-;False
2018;1;Koruna Česká (monarch.strana);42;Koželuh Kamil;;18;Monarchiste.cz;BEZPP;248;1.83;-;False
2018;5;TOP 09;36;Kraftová Patricie DiS.;DiS.;39;TOP 09;TOP 09;3012;2.0;32;False
2018;10;PATRIOTI STAROST. S PODP. SVOB;28;Krákorová Petra;;46;STAN;BEZPP;1754;2.18;-;False
2018;4;PRO PLZEŇ;45;Králová Alena Mgr.;Mgr.;43;NK;BEZPP;2043;1.94;-;False
2018;12;Česká Plzeň - Naše Šance;4;Kratochvíl Zbyněk;;42;DSSS;DSSS;245;2.31;-;False
2018;12;Česká Plzeň - Naše Šance;37;Kratochvílová Veronika;;42;DSSS;BEZPP;216;2.03;-;False
2018;1;Koruna Česká (monarch.strana);1;Krčmář Luděk Mgr.;Mgr.;46;Monarchiste.cz;BEZPP;527;3.9;-;False
2018;2;Česká pirátská strana;8;Krejčí Radek Bc.;Bc.;26;Piráti;Piráti;5625;2.18;1;False
2018;8;NOVÁ PLZEŇ s Jiřím Strobachem;28;Krejčík Josef;;70;NPJS;BEZPP;1225;2.02;-;False
2018;7;Občanská demokratická strana;15;Krejsová Marcela JUDr.;JUDr.;60;ODS;ODS;10546;2.16;2;False
2018;11;Komunistická str.Čech a Moravy;37;Kresa Jaroslav;;63;KSČM;KSČM;2571;2.07;34;False
2018;15;Strana soukromníků ČR;13;Krisl Jindřich;;33;Soukromníci;BEZPP;193;2.25;-;False
2018;3;KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ;9;Krňoul Štěpán Mgr.;Mgr.;34;KDU-ČSL;KDU-ČSL;3109;2.15;6;False
